,trustlist_a_1,trustlist_b_1,trustlist_c_1,trustlist_a_2,trustlist_b_2,trustlist_c_2,trustlist_a,trustlist_b,trustlist_c,treat,y,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,confucian_a,confucian_b,confucian_c,confucian_d,china,confucian_all,centraltrust_all,localtrust_all,weight_internet,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all
533,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,1,4,3,5,5,3,3.333333333,3,3,3,3,5,3,4,4,1.794325,0,1,0,1,1,1,1,1
534,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,5,2,3,3,4,2.666666667,2,1,2,3,4,2,4,2,0.1707994,1,1,0,0,1,0,1,0
535,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,0,5,2,4,4,4,2,2,2,3,3,5,2.5,4,2,0.1707994,1,1,0,1,1,0,1,0
536,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,1,5,7,6,4,3,3,2,2,1,3,3,2,3,2,0.2849104,1,0,1,1,1,1,0,0
537,NA,1,NA,NA,NA,NA,NA,1,NA,b,1,1,0,1,5,3,4,3,2,2,2,2,2,3,2,2.25,2,2,0.214487,1,1,0,0,0,0,0,0
538,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,5,6,5,4,3,2,2,1,3,2,3,2,4,2,0.2849104,1,0,0,1,1,0,0,0
539,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,1,4,7,4,3,3,2.333333333,2,2,3,3,2,2.5,3,2,2.993115,0,0,0,0,1,0,0,0
540,NA,NA,NA,4,NA,NA,4,NA,NA,a,4,0,0,1,5,5,6,3,4,3.666666667,3,3,3,3,4,3,4,4,0.2849104,1,0,1,0,1,1,1,1
541,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,1,0,1,5,5,5,4,3,1.666666667,2,2,2,3,5,2.25,3,3,0.3577848,1,0,0,1,1,0,1,0
542,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,1,0,1,5,3,5,3,3,3.333333333,2,2,3,3,3,2.5,3,3,0.214487,1,1,0,0,1,1,0,0
543,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,1,5,6,7,4,3,3.333333333,1,1,1,1,4,1,3,3,0.2849104,1,0,1,1,1,1,1,0
544,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,5,3,8,4,3,2.333333333,3,3,3,3,4,3,4,3,0.1707994,1,1,1,1,1,0,1,1
545,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,6,5,4,3,3,1,1,1,3,4,1.5,3,3,0.2849104,1,0,0,1,1,1,1,0
546,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,0,1,1,5,6,5,3,2,3,2,2,2,3,3,2.25,3,3,0.1339237,1,0,0,0,0,1,0,0
547,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,0,5,1,7,5,4,2.666666667,3,2,3,3,4,2.75,4,3,0.214487,1,1,1,1,1,0,1,1
548,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,0,5,5,6,5,1,2.666666667,1,3,3,4,4,2.75,4,3,0.3577848,1,0,1,1,0,0,1,1
549,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,1,5,1,6,4,2,2.666666667,1,2,2,3,4,2,4,3,0.1707994,1,1,1,1,0,0,1,0
550,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,0,0,1,5,5,5,3,3,2.333333333,2,3,3,3,4,2.75,4,2,0.2849104,1,0,0,0,1,0,1,1
551,NA,1,NA,NA,NA,NA,NA,1,NA,b,1,0,1,1,3,8,4,4,2,2.666666667,2,3,3,3,4,2.75,4,3,1.40693,0,0,0,1,0,0,1,1
552,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,3,5,7,4,3,3.666666667,3,3,3,3,4,3,4,3,2.993115,0,0,1,1,1,1,1,1
553,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,4,2,5,4,4,3,3,4,3,4,4,3.5,3,2,1.794325,0,1,0,1,1,1,1,1
554,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,5,4,5,4,4,2.333333333,2,3,3,4,4,3,4,2,0.2849104,1,0,0,1,1,0,1,1
555,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,0,5,3,4,3,4,3.333333333,4,4,2,4,5,3.5,3,2,0.1707994,1,1,0,0,1,1,1,1
556,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,0,1,5,4,7,4,3,3,2,3,3,3,4,2.75,3,3,0.3577848,1,0,1,1,1,1,1,1
557,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,0,0,1,5,9,5,3,4,2.666666667,3,3,3,3,4,3,4,3,0.2849104,1,0,0,0,1,0,1,1
558,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,0,1,5,4,5,3,3,2.333333333,2,3,3,3,3,2.75,3,2,0.3577848,1,0,0,0,1,0,0,1
559,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,0,1,5,5,5,3,4,3.333333333,1,1,4,2,4,2,4,4,0.3577848,1,0,0,0,1,1,1,0
560,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,1,5,4,7,5,1,2.333333333,4,4,4,4,5,4,4,4,0.2849104,1,0,1,1,0,0,1,1
561,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,1,1,5,3,9,5,4,2.666666667,4,3,3,3,5,3.25,4,4,0.0802852,1,1,1,1,1,0,1,1
562,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,0,1,1,5,4,9,5,2,2.333333333,2,3,4,3,5,3,4,3,0.1339237,1,0,1,1,0,0,1,1
563,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,1,0,1,4,4,5,4,2,2,2,2,2,3,4,2.25,3,3,3.758696,0,0,0,1,0,0,1,0
564,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,0,0,1,3,1,6,3,3,4,1,3,3,3,4,2.5,4,3,1.794325,0,1,1,0,1,1,1,0
565,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,0,1,1,5,8,4,3,2,1.333333333,2,1,2,3,3,2,4,1,0.1339237,1,0,0,0,0,0,0,0
566,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,1,1,5,4,5,3,4,1.333333333,1,1,2,3,3,1.75,3,1,0.1339237,1,0,0,0,1,0,0,0
567,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,5,4,6,3,3,3.333333333,3,3,3,4,5,3.25,3,3,0.2849104,1,0,1,0,1,1,1,1
568,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,0,1,5,2,6,3,3,3,2,2,2,2,4,2,3,2,0.214487,1,1,1,0,1,1,1,0
569,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,4,7,3,3,3,2,2,3,1,3,4,2.25,4,3,2.993115,0,0,0,0,1,0,1,0
570,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,6,3,6,4,3,2.666666667,2,2,3,3,4,2.5,4,3,0.1707994,1,1,1,1,1,0,1,0
571,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,0,5,3,5,4,4,2,4,2,4,3,5,3.25,4,3,0.1707994,1,1,0,1,1,0,1,1
572,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,1,0,1,5,10,5,4,3,2.333333333,3,3,3,3,4,3,3,3,0.3577848,1,0,0,1,1,0,1,1
573,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,0,3,6,6,5,1,2,1,3,3,4,5,2.75,4,3,2.993115,0,0,1,1,0,0,1,1
574,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,0,1,4,2,6,4,3,2.666666667,2,3,3,4,5,3,4,3,2.253273,0,1,1,1,1,0,1,1
575,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,5,10,5,4,3,3.333333333,3,3,3,4,5,3.25,4,3,0.2849104,1,0,0,1,1,1,1,1
576,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,1,0,1,5,4,7,2,4,2,2,1,2,3,4,2,4,3,0.3577848,1,0,1,0,1,0,1,0
577,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,6,5,4,4,2,2.666666667,2,2,2,2,3,2,3,2,0.2849104,1,0,0,1,0,0,0,0
578,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,0,5,3,5,4,3,2,1,2,2,3,3,2,3,3,0.1707994,1,1,0,1,1,0,0,0
579,NA,NA,1,NA,NA,NA,NA,NA,1,c,1,1,0,1,5,3,3,2,2,1.333333333,1,1,1,4,2,1.75,2,2,0.214487,1,1,0,0,0,0,0,0
580,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,4,6,6,3,4,3.666666667,2,2,2,2,3,2,2,1,2.993115,0,0,1,0,1,1,0,0
581,NA,1,NA,NA,NA,NA,NA,1,NA,b,1,1,0,1,5,5,6,3,3,1.666666667,2,3,2,3,3,2.5,3,2,0.3577848,1,0,1,0,1,0,0,0
582,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,0,1,4,6,6,5,3,3,2,4,3,3,5,3,4,4,3.758696,0,0,1,1,1,1,1,1
583,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,1,0,1,6,3,5,4,3,2.666666667,2,2,2,2,3,2,3,3,0.214487,1,1,0,1,1,0,0,0
584,4,NA,NA,NA,NA,NA,4,NA,NA,a,4,0,0,0,4,7,7,5,4,4,3,3,3,2,3,2.75,4,4,2.993115,0,0,1,1,1,1,0,1
585,NA,NA,NA,NA,0,NA,NA,0,NA,b,0,0,0,1,5,3,5,4,2,3,2,3,3,3,4,2.75,2,2,0.1707994,1,1,0,1,0,1,1,1
586,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,5,5,5,3,2,2,2,2,3,3,4,2.5,4,2,0.2849104,1,0,0,0,0,0,1,0
587,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,1,0,1,5,2,4,5,4,2.666666667,2,2,2,2,5,2,3,4,0.214487,1,1,0,1,1,0,1,0
588,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,6,7,4,3,4,2.333333333,2,2,3,4,4,2.75,3,3,0.2849104,1,0,0,0,1,0,1,1
589,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,0,1,1,6,6,6,5,4,1.666666667,3,1,2,3,4,2.25,3,2,0.1339237,1,0,1,1,1,0,1,0
590,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,0,3,7,2,2,3,3,2,4,2,4,3,3,4,2,2.993115,0,0,0,0,1,1,0,1
591,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,1,1,6,3,4,4,3,2.333333333,3,3,3,2,4,2.75,4,3,0.100821,1,1,0,1,1,0,1,1
592,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,0,0,1,5,2,4,4,4,2.666666667,2,1,2,4,4,2.25,4,3,0.1707994,1,1,0,1,1,0,1,0
593,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,1,5,2,5,4,3,2.333333333,3,2,2,3,4,2.5,3,2,0.1707994,1,1,0,1,1,0,1,0
594,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,1,1,4,2,6,5,3,2.666666667,4,4,4,4,5,4,4,4,0.8434338,0,1,1,1,1,0,1,1
595,NA,NA,1,NA,NA,NA,NA,NA,1,c,1,0,0,1,5,5,5,3,3,3.333333333,1,1,1,1,3,1,2,1,0.2849104,1,0,0,0,1,1,0,0
596,NA,NA,NA,0,NA,NA,0,NA,NA,a,0,1,0,1,5,2,5,3,2,3.333333333,1,1,3,3,4,2,3,2,0.214487,1,1,0,0,0,1,1,0
597,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,0,6,4,7,4,3,2.666666667,1,2,4,3,5,2.5,4,3,0.3577848,1,0,1,1,1,0,1,0
598,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,0,0,0,5,2,5,4,3,2,1,1,3,3,4,2,4,3,0.1707994,1,1,0,1,1,0,1,0
599,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,1,1,6,4,9,5,3,4,4,3,3,4,5,3.5,4,3,0.1339237,1,0,1,1,1,1,1,1
600,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,1,1,1,6,3,7,4,4,2.333333333,2,2,3,3,4,2.5,3,3,0.100821,1,1,1,1,1,0,1,0
601,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,0,4,2,2,4,3,2.333333333,2,2,2,2,4,2,3,3,1.794325,0,1,0,1,1,0,1,0
602,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,1,6,3,6,2,4,2.666666667,2,2,3,3,4,2.5,3,2,0.214487,1,1,1,0,1,0,1,0
603,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,0,3,2,5,3,2,1.666666667,2,1,1,3,4,1.75,4,3,1.794325,0,1,0,0,0,0,1,0
604,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,1,1,5,3,6,4,3,2.666666667,2,2,2,3,4,2.25,4,4,0.0802852,1,1,1,1,1,0,1,0
605,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,1,1,6,3,7,4,3,2.666666667,2,1,2,3,4,2,4,3,0.100821,1,1,1,1,1,0,1,0
606,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,0,5,2,5,5,4,2.333333333,3,2,2,3,4,2.5,3,3,0.214487,1,1,0,1,1,0,1,0
607,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,1,3,1,7,4,1,3.666666667,1,4,4,4,5,3.25,4,4,1.794325,0,1,1,1,0,1,1,1
608,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,1,1,1,5,5,8,4,3,1.666666667,1,1,2,3,5,1.75,4,4,0.1681787,1,0,1,1,1,0,1,0
609,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,0,1,1,5,9,7,4,3,2,4,3,3,3,4,3.25,3,3,0.1339237,1,0,1,1,1,0,1,1
610,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,1,1,5,3,6,5,4,3.333333333,3,3,3,4,5,3.25,4,4,0.100821,1,1,1,1,1,1,1,1
611,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,0,0,1,6,3,6,4,4,2.333333333,3,2,3,3,4,2.75,4,3,0.1707994,1,1,1,1,1,0,1,1
612,4,NA,NA,NA,NA,NA,4,NA,NA,a,4,0,0,1,3,4,4,5,3,2.333333333,2,2,4,4,5,3,4,4,2.993115,0,0,0,1,1,0,1,1
613,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,0,5,2,5,5,2,2.666666667,2,3,4,4,5,3.25,4,4,0.214487,1,1,0,1,0,0,1,1
614,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,1,0,1,6,4,5,4,2,3,1,2,2,3,4,2,3,2,0.3577848,1,0,0,1,0,1,1,0
615,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,0,1,6,4,7,4,2,3,1,1,2,2,4,1.5,3,2,0.3577848,1,0,1,1,0,1,1,0
616,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,6,5,6,4,3,3.666666667,1,1,2,1,4,1.25,4,3,0.2849104,1,0,1,1,1,1,1,0
617,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,0,5,2,4,4,3,2,2,3,3,4,4,3,3,3,0.214487,1,1,0,1,1,0,1,1
618,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,1,1,6,3,4,4,4,4,3,2,3,4,4,3,3,3,0.0802852,1,1,0,1,1,1,1,1
619,NA,5,NA,NA,NA,NA,NA,5,NA,b,5,1,1,1,6,4,8,5,4,3.333333333,2,2,2,2,5,2,4,3,0.1681787,1,0,1,1,1,1,1,0
620,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,1,0,6,4,6,5,3,2.666666667,2,2,3,3,5,2.5,4,4,0.1339237,1,0,1,1,1,0,1,0
621,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,1,1,6,4,6,5,3,3,4,3,3,4,4,3.5,3,3,0.1339237,1,0,1,1,1,1,1,1
622,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,0,3,7,4,3,2,2.333333333,2,3,2,3,4,2.5,4,2,2.993115,0,0,0,0,0,0,1,0
623,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,1,0,6,4,7,4,4,2.666666667,2,3,3,3,4,2.75,4,3,0.1339237,1,0,1,1,1,0,1,1
624,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,0,4,3,6,5,3,3,3,3,3,3,4,3,3,4,2.253273,0,1,1,1,1,1,1,1
625,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,5,6,5,1,2,1,1,1,4,4,1.75,4,3,0.2849104,1,0,1,1,0,0,1,0
626,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,0,5,2,5,5,3,3.666666667,2,2,3,4,4,2.75,3,3,0.1707994,1,1,0,1,1,1,1,1
627,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,1,1,6,4,7,3,2,2.666666667,2,2,2,2,3,2,3,3,0.1339237,1,0,1,0,0,0,0,0
628,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,6,5,5,4,3,1.666666667,2,2,3,3,4,2.5,4,3,0.2849104,1,0,0,1,1,0,1,0
629,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,1,6,4,7,4,2,2.666666667,2,3,3,3,4,2.75,3,3,0.2849104,1,0,1,1,0,0,1,1
630,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,0,6,4,6,5,4,3,2,2,3,3,5,2.5,4,4,0.3577848,1,0,1,1,1,1,1,0
631,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,1,4,5,6,5,1,2,2,4,3,4,5,3.25,4,3,2.993115,0,0,1,1,0,0,1,1
632,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,1,0,5,2,6,4,3,3.333333333,2,2,3,3,4,2.5,4,3,0.0802852,1,1,1,1,1,1,1,0
633,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,0,4,4,6,4,1,1.666666667,2,3,3,4,4,3,4,3,2.993115,0,0,1,1,0,0,1,1
634,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,0,0,5,3,5,5,4,3.666666667,2,1,3,4,5,2.5,4,4,0.214487,1,1,0,1,1,1,1,0
635,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,0,4,5,7,5,1,2,2,3,3,4,4,3,4,3,2.993115,0,0,1,1,0,0,1,1
636,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,3,2,1,2,2,2.666666667,1,2,4,4,3,2.75,3,3,1.794325,0,1,0,0,0,0,0,1
637,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,3,8,2,1,2,1,2,1,1,3,2,1.75,2,2,2.993115,0,0,0,0,0,0,0,0
638,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,0,5,2,7,4,4,3.666666667,1,1,1,3,4,1.5,3,2,0.214487,1,1,1,1,1,1,1,0
639,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,0,1,3,6,6,4,2,2,3,4,3,3,5,3.25,4,4,3.758696,0,0,1,1,0,0,1,1
640,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,0,4,6,6,4,1,1.666666667,2,3,3,4,4,3,4,3,2.993115,0,0,1,1,0,0,1,1
641,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,1,1,1,5,4,5,4,3,1.666666667,2,3,3,3,3,2.75,4,3,0.1681787,1,0,0,1,1,0,0,1
642,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,0,5,2,4,5,3,2.666666667,2,2,2,3,4,2.25,4,3,0.1707994,1,1,0,1,1,0,1,0
643,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,1,1,0,5,9,7,4,3,2,3,3,3,3,4,3,3,3,0.1681787,1,0,1,1,1,0,1,1
644,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,0,5,9,6,4,3,3,3,3,3,3,4,3,3,3,0.3577848,1,0,1,1,1,1,1,1
645,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,1,1,0,5,9,7,4,3,2.333333333,3,3,3,3,4,3,3,3,0.1681787,1,0,1,1,1,0,1,1
646,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,4,2,6,4,3,2.666666667,1,2,3,2,4,2,3,3,1.794325,0,1,1,1,1,0,1,0
647,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,1,1,5,3,8,5,3,3.333333333,3,3,3,2,5,2.75,4,3,0.100821,1,1,1,1,1,1,1,1
648,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,1,0,5,9,7,4,3,2,3,3,3,3,4,3,3,3,0.1681787,1,0,1,1,1,0,1,1
649,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,0,5,9,8,4,3,2.333333333,3,3,3,3,4,3,3,3,0.3577848,1,0,1,1,1,0,1,1
650,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,0,1,4,4,5,4,2,2.666666667,2,2,3,3,4,2.5,3,3,2.993115,0,0,0,1,0,0,1,0
651,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,1,0,2,2,4,4,2,3,1,1,2,4,5,2,4,2,0.8434338,0,1,0,1,0,1,1,0
652,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,1,4,9,5,3,4,2.333333333,3,3,2,3,3,2.75,3,2,2.993115,0,0,0,0,1,0,0,1
653,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,1,1,1,4,1,2,3,4,3,4,5,3.5,3,4,1.794325,0,1,0,1,0,0,1,1
654,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,2,5,4,3,1.666666667,1,1,2,3,5,1.75,4,3,0.1707994,1,1,0,1,1,0,1,0
655,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,0,0,3,3,3,2,3,2.333333333,2,2,2,3,2,2.25,3,2,1.794325,0,1,0,0,1,0,0,0
656,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,1,0,1,6,3,7,4,4,2.333333333,2,2,3,4,5,2.75,4,4,0.214487,1,1,1,1,1,0,1,1
657,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,0,0,1,5,3,6,4,2,2.333333333,2,2,1,3,3,2,2,2,0.1707994,1,1,1,1,0,0,0,0
658,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,1,0,0,5,4,6,4,3,2,1,1,3,3,4,2,3,3,0.3577848,1,0,1,1,1,0,1,0
659,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,0,1,3,2,4,4,3,1.666666667,2,2,2,3,3,2.25,3,3,1.794325,0,1,0,1,1,0,0,0
660,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,3,3,5,3,3,2.333333333,2,2,2,2,3,2,3,3,1.794325,0,1,0,0,1,0,0,0
661,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,1,0,1,5,5,5,3,3,2.333333333,2,3,3,3,3,2.75,3,3,0.3577848,1,0,0,0,1,0,0,1
662,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,5,3,5,4,2,2.666666667,2,2,2,3,4,2.25,4,3,0.1707994,1,1,0,1,0,0,1,0
663,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,1,0,1,5,2,7,4,3,3.666666667,2,2,3,2,5,2.25,4,3,0.214487,1,1,1,1,1,1,1,0
664,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,3,4,3,3,3,1.666666667,3,3,2,3,3,2.75,3,3,2.993115,0,0,0,0,1,0,0,1
665,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,0,2,1,4,5,1,2.333333333,4,4,4,4,5,4,4,3,1.794325,0,1,0,1,0,0,1,1
666,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,0,1,5,2,7,4,4,2.666666667,2,3,3,4,4,3,3,3,0.214487,1,1,1,1,1,0,1,1
667,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,1,3,7,7,3,1,2.666666667,2,4,4,4,5,3.5,4,4,3.758696,0,0,1,0,0,0,1,1
668,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,1,4,7,7,5,3,4,2,2,4,3,4,2.75,4,3,2.993115,0,0,1,1,1,1,1,1
669,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,3,6,5,2,3,3,2,4,3,3,4,3,3,3,2.993115,0,0,0,0,1,1,1,1
670,NA,NA,NA,0,NA,NA,0,NA,NA,a,0,0,0,1,3,4,1,2,2,2.333333333,1,2,2,3,2,2,2,2,2.993115,0,0,0,0,0,0,0,0
671,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,0,6,3,6,4,3,2.333333333,2,3,3,3,4,2.75,4,2,0.214487,1,1,1,1,1,0,1,1
672,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,0,1,6,3,6,4,3,3.666666667,2,2,2,4,5,2.5,4,2,0.1707994,1,1,1,1,1,1,1,0
673,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,0,0,1,3,3,3,4,3,2,2,4,3,3,5,3,4,3,1.794325,0,1,0,1,1,0,1,1
674,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,0,0,1,5,3,7,4,2,3,3,2,3,4,3,3,4,3,0.1707994,1,1,1,1,0,1,0,1
675,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,1,1,6,4,7,4,3,4,2,2,3,3,4,2.5,4,4,0.1681787,1,0,1,1,1,1,1,0
676,NA,NA,NA,NA,5,NA,NA,5,NA,b,5,0,0,1,4,3,4,5,3,2.666666667,2,3,4,4,4,3.25,4,4,1.794325,0,1,0,1,1,0,1,1
677,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,0,3,6,7,4,1,2,1,3,3,4,5,2.75,4,3,2.993115,0,0,1,1,0,0,1,1
678,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,1,5,2,6,3,3,2.333333333,2,2,2,3,4,2.25,4,3,0.1707994,1,1,1,0,1,0,1,0
679,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,1,0,5,4,8,4,3,3.666666667,3,3,3,3,4,3,4,4,0.1339237,1,0,1,1,1,1,1,1
680,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,1,3,2,5,5,3,3,2,4,2,3,4,2.75,3,3,1.794325,0,1,0,1,1,1,1,1
681,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,1,1,3,2,5,3,3,3.333333333,2,1,3,3,4,2.25,4,3,0.8434338,0,1,0,0,1,1,1,0
682,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,1,1,4,2,5,5,4,2.666666667,3,2,2,2,4,2.25,4,3,0.8434338,0,1,0,1,1,0,1,0
683,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,1,0,0,3,6,5,5,1,2,2,4,3,4,4,3.25,4,3,3.758696,0,0,0,1,0,0,1,1
684,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,4,7,4,4,3.333333333,2,2,3,3,5,2.5,4,3,0.2849104,1,0,1,1,1,1,1,0
