,trustlist_a_1,trustlist_b_1,trustlist_c_1,trustlist_a_2,trustlist_b_2,trustlist_c_2,trustlist_a,trustlist_b,trustlist_c,treat,y,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,confucian_a,confucian_b,confucian_c,confucian_d,china,confucian_all,centraltrust_all,localtrust_all,weight_internet,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all
381,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,1,0,1,6,4,8,5,1,2,1,2,1,3,4,1.75,4,3,0.3577848,1,0,1,1,0,0,1,0
382,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,1,5,3,7,4,2,3,2,2,1,2,3,1.75,3,3,0.214487,1,1,1,1,0,1,0,0
383,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,0,1,5,4,7,5,4,3,1,3,3,3,4,2.5,4,3,0.3577848,1,0,1,1,1,1,1,0
384,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,1,6,5,1,5,4,3.666666667,3,4,4,4,3,3.75,2,2,0.2849104,1,0,0,1,1,1,0,1
385,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,0,5,3,5,4,3,2.666666667,2,3,3,2,4,2.5,4,3,0.1707994,1,1,0,1,1,0,1,0
386,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,0,1,5,2,6,3,2,2.333333333,2,2,2,3,4,2.25,3,2,0.214487,1,1,1,0,0,0,1,0
387,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,1,1,6,2,6,5,3,3.333333333,2,3,3,2,5,2.5,4,4,0.100821,1,1,1,1,1,1,1,0
388,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,1,1,5,3,8,5,4,3,2,3,2,4,5,2.75,3,4,0.0802852,1,1,1,1,1,1,1,1
389,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,0,1,6,3,7,5,4,4,2,2,1,3,4,2,3,3,0.1707994,1,1,1,1,1,1,1,0
390,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,1,5,4,7,3,4,2.666666667,3,2,4,4,4,3.25,4,4,0.2849104,1,0,1,0,1,0,1,1
391,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,1,0,0,5,2,5,2,3,2,2,2,2,2,3,2,3,2,0.214487,1,1,0,0,1,0,0,0
392,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,1,0,5,9,6,4,4,2,4,4,4,4,5,4,4,3,0.1339237,1,0,1,1,1,0,1,1
393,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,1,5,3,5,5,3,3,2,4,4,4,4,3.5,3,3,0.214487,1,1,0,1,1,1,1,1
394,NA,0,NA,NA,NA,NA,NA,0,NA,b,0,0,0,1,5,5,3,3,3,2,2,1,1,3,1,1.75,2,2,0.2849104,1,0,0,0,1,0,0,0
395,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,1,1,1,5,4,6,4,3,3.666666667,2,2,2,3,4,2.25,3,2,0.1681787,1,0,1,1,1,1,1,0
396,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,1,1,1,5,4,6,5,3,2.333333333,3,2,2,3,5,2.5,3,3,0.1681787,1,0,1,1,1,0,1,0
397,NA,1,NA,NA,NA,NA,NA,1,NA,b,1,0,0,1,5,4,5,4,4,3,2,1,1,3,1,1.75,1,1,0.2849104,1,0,0,1,1,1,0,0
398,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,5,4,6,3,4,3.333333333,1,1,2,4,5,2,4,2,0.2849104,1,0,1,0,1,1,1,0
399,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,5,5,5,4,2,2.666666667,2,1,1,3,4,1.75,4,2,0.2849104,1,0,0,1,0,0,1,0
400,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,0,0,5,2,5,2,2,1.666666667,1,2,3,3,4,2.25,3,2,0.214487,1,1,0,0,0,0,1,0
401,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,1,0,5,2,5,4,3,2.333333333,2,3,3,3,4,2.75,4,3,0.100821,1,1,0,1,1,0,1,1
402,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,1,1,3,10,4,4,4,2,3,2,3,4,4,3,4,3,1.40693,0,0,0,1,1,0,1,1
403,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,1,0,5,3,6,5,4,2,2,3,3,2,5,2.5,3,2,0.0802852,1,1,1,1,1,0,1,0
404,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,1,1,6,9,6,4,2,2,2,2,2,3,4,2.25,4,3,0.1681787,1,0,1,1,0,0,1,0
405,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,5,2,7,4,2,2.666666667,1,2,3,4,4,2.5,3,3,0.1707994,1,1,1,1,0,0,1,0
406,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,1,4,5,1,3,3,1,2,2,1,2,1,1.75,1,1,3.758696,0,0,0,0,1,0,0,0
407,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,1,0,1,4,7,6,4,3,2,2,2,2,3,3,2.25,3,3,3.758696,0,0,1,1,1,0,0,0
408,NA,0,NA,NA,NA,NA,NA,0,NA,b,0,1,0,1,4,5,5,3,1,1.666666667,1,3,1,2,3,1.75,2,2,3.758696,0,0,0,0,0,0,0,0
409,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,1,0,0,5,4,5,4,3,2,2,2,2,2,4,2,4,2,0.3577848,1,0,0,1,1,0,1,0
410,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,1,0,0,5,4,4,3,3,3,4,4,4,4,3,4,4,3,0.3577848,1,0,0,0,1,1,0,1
411,NA,1,NA,NA,NA,NA,NA,1,NA,b,1,0,0,1,4,3,5,2,1,3,2,2,1,1,1,1.5,1,1,1.794325,0,1,0,0,0,1,0,0
412,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,0,1,3,10,6,4,4,2.333333333,4,3,4,4,5,3.75,4,3,3.758696,0,0,1,1,1,0,1,1
413,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,0,0,3,3,5,5,3,4,3,2,3,4,4,3,4,4,2.253273,0,1,0,1,1,1,1,1
414,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,1,1,6,4,7,4,3,2.333333333,3,2,3,3,4,2.75,3,4,0.1339237,1,0,1,1,1,0,1,1
415,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,1,0,1,5,2,7,5,2,2.666666667,1,1,2,3,5,1.75,4,3,0.214487,1,1,1,1,0,0,1,0
416,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,5,2,6,4,3,2.333333333,2,2,1,3,5,2,4,3,0.1707994,1,1,1,1,1,0,1,0
417,4,NA,NA,NA,NA,NA,4,NA,NA,a,4,1,0,0,3,3,7,4,3,2.333333333,2,2,3,3,4,2.5,4,3,2.253273,0,1,1,1,1,0,1,0
418,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,1,0,0,5,1,6,4,4,3.333333333,2,1,2,2,4,1.75,3,3,0.214487,1,1,1,1,1,1,1,0
419,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,0,1,3,7,6,5,3,2.666666667,3,3,2,3,4,2.75,3,2,3.758696,0,0,1,1,1,0,1,1
420,4,NA,NA,NA,NA,NA,4,NA,NA,a,4,1,0,1,5,5,7,4,4,3.333333333,3,3,3,3,5,3,4,4,0.3577848,1,0,1,1,1,1,1,1
421,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,1,1,5,5,9,5,4,3.666666667,3,2,4,4,5,3.25,4,4,0.1339237,1,0,1,1,1,1,1,1
422,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,1,1,4,7,5,4,3,3,3,3,3,4,4,3.25,4,3,1.40693,0,0,0,1,1,1,1,1
423,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,1,5,7,8,5,4,4,2,1,1,1,5,1.25,3,4,0.2849104,1,0,1,1,1,1,1,0
424,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,1,0,1,5,5,7,4,4,3,2,2,3,3,4,2.5,4,3,0.3577848,1,0,1,1,1,1,1,0
425,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,5,7,6,5,2,2.333333333,3,3,3,4,5,3.25,4,4,0.2849104,1,0,1,1,0,0,1,1
426,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,0,1,5,7,7,5,4,2.666666667,1,2,3,4,5,2.5,4,3,0.3577848,1,0,1,1,1,0,1,0
427,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,0,5,3,6,5,3,3.333333333,1,3,2,3,4,2.25,3,3,0.214487,1,1,1,1,1,1,1,0
428,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,1,1,5,7,7,5,4,2.333333333,2,2,3,3,4,2.5,4,3,0.1339237,1,0,1,1,1,0,1,0
429,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,0,5,3,4,4,2,1.666666667,3,3,2,3,4,2.75,3,3,0.214487,1,1,0,1,0,0,1,1
430,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,0,5,5,7,5,3,2.333333333,3,4,4,4,4,3.75,3,3,0.2849104,1,0,1,1,1,0,1,1
431,NA,NA,5,NA,NA,NA,NA,NA,5,c,5,1,1,1,5,4,6,3,2,3.666666667,2,2,2,3,3,2.25,3,1,0.1681787,1,0,1,0,0,1,0,0
432,NA,NA,NA,NA,0,NA,NA,0,NA,b,0,0,0,0,3,4,2,3,4,1,1,2,1,2,1,1.5,2,1,2.993115,0,0,0,0,1,0,0,0
433,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,5,3,4,3,3,1.333333333,2,2,2,2,4,2,4,3,0.1707994,1,1,0,0,1,0,1,0
434,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,1,1,1,5,3,5,4,3,2,2,1,1,3,4,1.75,3,3,0.100821,1,1,0,1,1,0,1,0
435,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,1,1,1,5,4,6,4,4,2.333333333,2,2,2,4,4,2.5,4,3,0.1681787,1,0,1,1,1,0,1,0
436,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,7,6,4,3,2.333333333,2,2,3,3,4,2.5,4,3,0.2849104,1,0,1,1,1,0,1,0
437,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,1,0,1,5,4,6,4,3,2.333333333,2,2,3,3,4,2.5,4,3,0.3577848,1,0,1,1,1,0,1,0
438,NA,NA,1,NA,NA,NA,NA,NA,1,c,1,0,0,1,5,4,6,3,3,3.333333333,2,2,2,3,3,2.25,3,3,0.2849104,1,0,1,0,1,1,0,0
439,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,1,1,4,10,5,3,3,2.666666667,3,3,2,2,2,2.5,3,2,1.40693,0,0,0,0,1,0,0,0
440,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,0,1,5,4,7,4,3,2,2,2,1,3,3,2,3,2,0.2849104,1,0,1,1,1,0,0,0
441,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,6,7,5,1,1,3.333333333,2,1,1,3,1,1.75,2,2,0.2849104,1,0,0,0,0,1,0,0
442,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,0,1,5,7,5,4,3,2.666666667,3,3,3,3,4,3,3,3,0.2849104,1,0,0,1,1,0,1,1
443,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,1,6,4,8,5,3,2.333333333,4,4,4,4,4,4,4,4,0.2849104,1,0,1,1,1,0,1,1
444,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,1,0,1,5,7,1,2,2,4,2,2,2,3,2,2.25,2,2,0.3577848,1,0,0,0,0,1,0,0
445,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,1,0,0,5,2,7,5,3,2,1,1,1,3,4,1.5,4,3,0.214487,1,1,1,1,1,0,1,0
446,1,NA,NA,NA,NA,NA,1,NA,NA,a,1,1,0,1,6,5,7,4,3,3,2,2,2,2,3,2,3,2,0.3577848,1,0,1,1,1,1,0,0
447,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,0,1,5,6,3,2,4,1.333333333,2,2,4,3,4,2.75,4,3,0.3577848,1,0,0,0,1,0,1,1
448,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,1,0,1,5,3,5,3,2,2.666666667,2,2,2,3,4,2.25,3,3,0.214487,1,1,0,0,0,0,1,0
449,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,0,0,1,5,7,5,4,3,2.333333333,2,2,2,2,3,2,4,3,0.2849104,1,0,0,1,1,0,0,0
450,NA,NA,NA,NA,NA,2,NA,NA,2,c,2,1,1,1,4,8,6,3,2,1.333333333,2,3,3,4,4,3,3,3,1.766799,0,0,1,0,0,0,1,1
451,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,1,4,10,5,3,4,2.333333333,3,3,2,2,4,2.5,4,3,2.993115,0,0,0,0,1,0,1,0
452,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,1,1,5,5,7,4,4,3,2,2,3,3,5,2.5,4,2,0.1339237,1,0,1,1,1,1,1,0
453,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,5,6,4,4,3,2,2,2,2,3,4,2.25,3,3,0.2849104,1,0,0,1,1,0,1,0
454,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,1,5,5,6,3,3,2.333333333,2,2,2,2,4,2,3,2,0.3577848,1,0,1,0,1,0,1,0
455,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,0,0,1,5,3,5,2,3,2.666666667,2,2,3,3,4,2.5,3,3,0.1707994,1,1,0,0,1,0,1,0
456,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,5,5,9,5,4,3.666666667,3,3,4,3,4,3.25,4,3,0.2849104,1,0,1,1,1,1,1,1
457,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,1,5,10,7,5,4,3,3,3,3,3,5,3,4,3,0.2849104,1,0,1,1,1,1,1,1
458,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,1,1,5,8,5,5,3,3,2,3,3,3,5,2.75,4,3,0.1339237,1,0,0,1,1,1,1,1
459,NA,NA,1,NA,NA,NA,NA,NA,1,c,1,1,0,1,5,6,5,4,3,2.666666667,3,3,2,3,3,2.75,2,2,0.3577848,1,0,0,1,1,0,0,1
460,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,1,0,1,5,5,5,4,2,2.333333333,2,3,3,3,4,2.75,3,3,0.3577848,1,0,0,1,0,0,1,1
461,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,1,1,5,6,8,4,4,4.333333333,2,1,3,4,5,2.5,4,4,0.1339237,1,0,1,1,1,1,1,0
462,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,1,4,8,4,4,3,1.666666667,3,3,4,3,5,3.25,4,4,2.993115,0,0,0,1,1,0,1,1
463,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,0,4,3,3,1,2,1.666666667,2,2,2,2,5,2,3,3,2.253273,0,1,0,0,0,0,1,0
464,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,1,4,10,5,4,3,2,3,2,3,4,5,3,4,3,3.758696,0,0,0,1,1,0,1,1
465,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,5,6,7,4,3,4,3,3,4,3,4,3.25,4,3,0.2849104,1,0,1,1,1,1,1,1
466,NA,0,NA,NA,NA,NA,NA,0,NA,b,0,1,0,1,5,6,4,3,2,2,1,1,2,3,3,1.75,3,3,0.3577848,1,0,0,0,0,0,0,0
467,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,1,5,6,7,4,2,2.666666667,2,4,3,4,4,3.25,3,3,0.2849104,1,0,1,1,0,0,1,1
468,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,0,1,5,2,4,4,3,3.666666667,2,2,3,2,4,2.25,3,3,0.214487,1,1,0,1,1,1,1,0
469,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,5,4,6,3,3,3,1,1,1,3,1,1.5,1,4,0.2849104,1,0,1,0,1,1,0,0
470,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,1,4,6,3,3,2,1.333333333,2,3,3,3,4,2.75,3,2,2.993115,0,0,0,0,0,0,1,1
471,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,0,5,3,6,3,3,2.333333333,2,2,2,3,4,2.25,3,2,0.1707994,1,1,1,0,1,0,1,0
472,NA,NA,NA,NA,1,NA,NA,1,NA,b,1,1,0,1,5,6,5,3,2,2,2,3,2,3,3,2.5,3,3,0.3577848,1,0,0,0,0,0,0,0
473,NA,NA,NA,0,NA,NA,0,NA,NA,a,0,0,0,1,5,9,4,3,2,2.666666667,3,3,2,3,3,2.75,3,2,0.2849104,1,0,0,0,0,0,0,1
474,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,1,0,1,5,3,7,4,3,2.666666667,2,3,2,2,4,2.25,4,3,0.214487,1,1,1,1,1,0,1,0
475,NA,NA,1,NA,NA,NA,NA,NA,1,c,1,0,0,1,4,5,2,1,4,2,2,3,2,3,3,2.5,3,2,2.993115,0,0,0,0,1,0,0,0
476,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,0,0,1,5,4,5,3,2,2.333333333,2,2,2,3,3,2.25,3,3,0.2849104,1,0,0,0,0,0,0,0
477,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,1,1,5,4,5,5,4,3,2,2,3,3,5,2.5,4,4,0.1681787,1,0,0,1,1,1,1,0
478,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,0,0,1,5,4,5,3,1,2.333333333,2,1,3,2,4,2,4,3,0.2849104,1,0,0,0,0,0,1,0
479,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,1,1,6,7,7,5,3,3.666666667,3,2,2,4,4,2.75,4,3,0.1339237,1,0,1,1,1,1,1,1
480,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,0,1,5,5,7,4,4,3.666666667,2,1,3,2,4,2,4,4,0.3577848,1,0,1,1,1,1,1,0
481,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,1,1,6,3,7,5,4,3.666666667,3,2,3,2,5,2.5,4,3,0.100821,1,1,1,1,1,1,1,0
482,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,0,1,1,4,8,6,4,3,3.666666667,3,3,3,3,4,3,4,4,1.40693,0,0,1,1,1,1,1,1
483,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,1,0,1,5,5,3,4,1,3,3,3,3,3,4,3,4,4,0.3577848,1,0,0,1,0,1,1,1
484,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,0,5,3,5,4,4,2.666666667,4,4,4,4,5,4,4,4,0.1707994,1,1,0,1,1,0,1,1
485,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,1,0,1,5,5,6,4,3,2.333333333,2,2,3,3,3,2.5,4,3,0.3577848,1,0,1,1,1,0,0,0
486,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,1,0,1,5,2,6,3,3,3,1,1,1,3,3,1.5,2,2,0.214487,1,1,1,0,1,1,0,0
487,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,1,3,6,6,5,3,2,2,2,3,3,5,2.5,4,3,3.758696,0,0,1,1,1,0,1,0
488,NA,NA,NA,NA,0,NA,NA,0,NA,b,0,0,0,1,2,1,6,5,1,1.333333333,2,3,4,4,4,3.25,3,3,1.794325,0,1,1,1,0,0,1,1
489,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,1,1,5,4,7,5,4,3.666666667,1,2,1,4,5,2,4,4,0.1339237,1,0,1,1,1,1,1,0
490,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,4,5,5,3,2,2.333333333,3,3,3,3,3,3,3,3,2.993115,0,0,0,0,0,0,0,1
491,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,0,1,6,7,2,2,4,1.666666667,3,3,2,3,3,2.75,3,2,0.2849104,1,0,0,0,1,0,0,1
492,NA,NA,NA,NA,NA,1,NA,NA,1,c,1,1,0,1,4,2,6,4,2,2.333333333,2,1,1,4,3,2,2,1,2.253273,0,1,1,1,0,0,0,0
493,NA,2,NA,NA,NA,NA,NA,2,NA,b,2,1,0,0,5,4,6,4,3,3.666666667,2,1,3,2,4,2,4,3,0.3577848,1,0,1,1,1,1,1,0
494,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,1,6,7,5,3,4,2,2,1,2,2,4,1.75,4,3,0.2849104,1,0,0,0,1,0,1,0
495,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,1,1,3,5,8,4,3,2.333333333,1,3,3,2,5,2.25,4,3,1.40693,0,0,1,1,1,0,1,0
496,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,1,2,1,3,5,3,3,4,1,4,4,4,3.25,3,3,1.794325,0,1,0,1,1,1,1,1
497,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,0,0,0,3,3,2,2,1,3.333333333,1,4,2,4,1,2.75,4,1,1.794325,0,1,0,0,0,1,0,1
498,NA,NA,NA,NA,NA,3,NA,NA,3,c,3,1,0,0,6,2,6,4,2,3,1,2,3,2,4,2,4,3,0.214487,1,1,1,1,0,1,1,0
499,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,1,1,5,2,6,5,4,3.333333333,3,2,2,4,4,2.75,4,3,0.0802852,1,1,1,1,1,1,1,1
500,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,1,1,5,4,6,4,3,3,2,2,2,3,4,2.25,4,4,0.1339237,1,0,1,1,1,1,1,0
501,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,1,3,5,3,4,4,2.333333333,2,2,1,3,4,2,3,2,2.993115,0,0,0,1,1,0,1,0
502,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,1,6,9,5,3,3,3,3,2,2,3,3,2.5,3,2,0.2849104,1,0,0,0,1,1,0,0
503,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,1,0,1,5,3,6,5,2,3.333333333,2,2,2,3,4,2.25,3,2,0.214487,1,1,1,1,0,1,1,0
504,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,1,1,1,5,3,7,3,3,3.333333333,2,2,3,3,4,2.5,4,3,0.100821,1,1,1,0,1,1,1,0
505,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,5,2,6,5,3,3.666666667,3,3,4,4,5,3.5,4,3,0.1707994,1,1,1,1,1,1,1,1
506,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,1,0,0,5,2,5,4,3,1.666666667,2,3,2,2,4,2.25,4,4,0.214487,1,1,0,1,1,0,1,0
507,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,0,1,3,2,4,4,2,2.333333333,1,2,2,4,4,2.25,4,3,1.794325,0,1,0,1,0,0,1,0
508,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,1,1,6,4,6,3,3,2,2,3,4,3,5,3,4,3,0.1339237,1,0,1,0,1,0,1,1
509,NA,NA,5,NA,NA,NA,NA,NA,5,c,5,1,1,1,5,3,7,4,3,2.333333333,2,2,2,2,5,2,4,4,0.100821,1,1,1,1,1,0,1,0
510,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,0,0,3,1,3,5,2,2.666666667,4,4,4,4,4,4,2,3,1.794325,0,1,0,1,0,0,1,1
511,NA,NA,NA,1,NA,NA,1,NA,NA,a,1,0,0,0,3,4,3,4,4,2,2,2,1,3,1,2,1,1,2.993115,0,0,0,1,1,0,0,0
512,NA,NA,NA,NA,3,NA,NA,3,NA,b,3,0,0,1,4,10,5,3,2,2.333333333,2,2,1,2,3,1.75,3,2,2.993115,0,0,0,0,0,0,0,0
513,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,1,3,7,5,3,2,2.666666667,3,3,2,3,4,2.75,3,2,3.758696,0,0,0,0,0,0,1,1
514,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,1,5,2,5,3,2,3.666666667,2,2,2,3,3,2.25,3,2,0.214487,1,1,0,0,0,1,0,0
515,NA,4,NA,NA,NA,NA,NA,4,NA,b,4,0,0,0,5,2,7,4,3,2.333333333,2,2,3,2,4,2.25,4,3,0.1707994,1,1,1,1,1,0,1,0
516,NA,NA,NA,2,NA,NA,2,NA,NA,a,2,0,1,1,5,4,7,4,3,2.666666667,2,3,4,4,5,3.25,4,4,0.1339237,1,0,1,1,1,0,1,1
517,NA,3,NA,NA,NA,NA,NA,3,NA,b,3,0,1,1,6,2,8,5,4,3,4,4,2,3,5,3.25,4,3,0.0802852,1,1,1,1,1,1,1,1
518,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,1,0,1,5,7,6,4,2,2.666666667,2,2,2,3,4,2.25,4,3,0.3577848,1,0,1,1,0,0,1,0
519,2,NA,NA,NA,NA,NA,2,NA,NA,a,2,1,0,1,5,4,3,2,2,2.333333333,1,2,2,3,4,2,4,2,0.3577848,1,0,0,0,0,0,1,0
520,NA,NA,2,NA,NA,NA,NA,NA,2,c,2,1,0,0,3,1,3,4,2,1.666666667,2,1,1,3,3,1.75,2,1,2.253273,0,1,0,1,0,0,0,0
521,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,1,1,1,5,3,7,5,3,3,3,3,3,4,5,3.25,3,2,0.100821,1,1,1,1,1,1,1,1
522,NA,NA,NA,NA,4,NA,NA,4,NA,b,4,0,1,1,6,5,8,5,4,3.666666667,2,1,2,2,5,1.75,4,4,0.1339237,1,0,1,1,1,1,1,0
523,3,NA,NA,NA,NA,NA,3,NA,NA,a,3,1,1,0,5,2,4,3,3,3,2,1,3,3,4,2.25,4,3,0.100821,1,1,0,0,1,1,1,0
524,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,1,0,0,2,2,7,5,2,2,3,3,3,3,4,3,3,3,2.253273,0,1,1,1,0,0,1,1
525,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,0,4,6,7,5,2,1.666666667,2,3,3,4,4,3,4,3,2.993115,0,0,1,1,0,0,1,1
526,NA,NA,NA,3,NA,NA,3,NA,NA,a,3,0,0,1,5,3,3,4,3,3.666666667,2,2,3,3,3,2.5,3,2,0.1707994,1,1,0,1,1,1,0,0
527,NA,NA,NA,NA,2,NA,NA,2,NA,b,2,0,0,0,5,1,3,2,2,2,1,1,2,3,4,1.75,3,3,0.1707994,1,1,0,0,0,0,1,0
528,NA,NA,4,NA,NA,NA,NA,NA,4,c,4,0,0,1,3,6,6,5,1,1.666666667,1,3,3,4,5,2.75,4,3,2.993115,0,0,1,1,0,0,1,1
529,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,1,4,9,5,3,3,3.333333333,3,3,2,3,3,2.75,4,3,2.993115,0,0,0,0,1,1,0,1
530,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,1,4,5,6,4,1,1.666666667,2,3,3,4,4,3,4,3,2.993115,0,0,1,1,0,0,1,1
531,NA,NA,NA,NA,NA,4,NA,NA,4,c,4,0,0,0,5,5,5,4,1,2.333333333,1,3,3,3,4,2.5,4,3,0.2849104,1,0,0,1,0,0,1,0
532,NA,NA,3,NA,NA,NA,NA,NA,3,c,3,0,0,1,2,1,6,4,2,2,3,3,3,4,5,3.25,4,4,1.794325,0,1,1,1,0,0,1,1
