,female,ccpmember,urban,education,agegroup,income,life,pinterest,self_index,china,confucian_a,confucian_b,confucian_c,confucian_d,termlimit_a_1,termlimit_a_2,termlimit_a,termlist_a_1,termlist_a_2,termlist_a,termlist_b_1,termlist_b_2,termlist_b,weight_internet,treat,y,confucian_all,college,young,high.income,high.life,high.pinterest,high.self,high.china,high.confucian_all,termlimit_a_b
907,1,0,1,4,6,7,4,3,2.666666667,3,1,2,3,3,2,NA,2,NA,1,1,NA,NA,NA,3.758696,0,1,2.25,0,0,1,1,1,0,0,0,0
908,0,0,0,5,2,4,2,4,3,4,2,2,2,3,NA,2,2,1,NA,1,NA,NA,NA,0.1707994,0,1,2.25,1,1,0,0,1,1,1,0,0
912,0,1,1,6,3,9,5,4,4.333333333,3,3,3,3,3,5,NA,5,NA,NA,NA,NA,5,5,0.0802852,1,5,3,1,1,1,1,1,1,0,1,1
914,0,0,1,5,6,7,4,3,2.333333333,4,3,2,3,3,NA,5,5,2,NA,2,NA,NA,NA,0.2849104,0,2,2.75,1,0,1,1,1,0,1,1,1
915,1,0,0,4,2,6,3,3,2.333333333,4,2,2,3,4,2,NA,2,NA,2,2,NA,NA,NA,2.253273,0,2,2.75,0,1,1,0,1,0,1,1,0
916,1,0,0,5,4,5,3,2,1.666666667,3,2,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.3577848,0,2,2.25,1,0,0,0,0,0,0,0,0
918,1,0,1,5,3,9,5,3,3,4,3,3,3,3,NA,5,5,NA,NA,NA,2,NA,2,0.214487,1,2,3,1,1,1,1,1,1,1,1,1
920,1,0,1,5,4,5,4,2,1.666666667,4,2,2,2,3,NA,2,2,NA,NA,NA,1,NA,1,0.3577848,1,1,2.25,1,0,0,1,0,0,1,0,0
921,0,0,0,4,5,3,2,4,2.333333333,4,2,2,2,3,NA,5,5,NA,NA,NA,5,NA,5,2.993115,1,5,2.25,0,0,0,0,1,0,1,0,1
922,1,1,1,5,3,7,5,4,4,5,1,1,1,4,NA,1,1,NA,NA,NA,1,NA,1,0.100821,1,1,1.75,1,1,1,1,1,1,1,0,0
923,0,0,1,5,3,7,4,3,3,4,3,3,3,3,4,NA,4,NA,2,2,NA,NA,NA,0.1707994,0,2,3,1,1,1,1,1,1,1,1,1
924,1,1,1,6,3,9,5,4,2,5,2,2,2,4,NA,2,2,3,NA,3,NA,NA,NA,0.100821,0,3,2.5,1,1,1,1,1,0,1,0,0
925,0,0,0,5,3,7,2,3,3.666666667,3,3,2,2,4,4,NA,4,NA,NA,NA,NA,2,2,0.1707994,1,2,2.75,1,1,1,0,1,1,0,1,1
926,0,1,1,6,3,6,4,3,3,5,3,2,2,2,4,NA,4,NA,3,3,NA,NA,NA,0.0802852,0,3,2.25,1,1,1,1,1,1,1,0,1
927,1,0,1,5,3,6,4,3,2.666666667,4,2,2,3,3,NA,4,4,1,NA,1,NA,NA,NA,0.214487,0,1,2.5,1,1,1,1,1,0,1,0,1
928,0,0,1,5,3,6,3,3,2.666666667,3,3,4,4,3,4,NA,4,NA,NA,NA,NA,3,3,0.1707994,1,3,3.5,1,1,1,0,1,0,0,1,1
929,0,0,1,5,5,4,2,2,1.666666667,2,2,2,1,3,NA,1,1,NA,NA,NA,1,NA,1,0.2849104,1,1,2,1,0,0,0,0,0,0,0,0
931,0,0,1,5,6,8,4,3,2,4,4,3,3,4,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,3.5,1,0,1,1,1,0,1,1,1
932,1,0,1,5,5,5,5,4,4,5,3,3,4,3,NA,5,5,1,NA,1,NA,NA,NA,0.3577848,0,1,3.25,1,0,0,1,1,1,1,1,1
933,1,0,1,5,5,7,4,4,2.666666667,5,2,2,3,3,4,NA,4,NA,NA,NA,NA,2,2,0.3577848,1,2,2.5,1,0,1,1,1,0,1,0,1
934,1,1,1,5,4,7,5,3,3.666666667,4,3,3,4,3,5,NA,5,NA,NA,NA,NA,3,3,0.1681787,1,3,3.25,1,0,1,1,1,1,1,1,1
935,0,0,1,6,4,1,3,4,3.666666667,1,3,2,1,1,NA,2,2,NA,NA,NA,2,NA,2,0.2849104,1,2,1.75,1,0,0,0,1,1,0,0,0
936,1,0,1,5,3,4,3,2,2.333333333,3,1,2,1,2,NA,1,1,1,NA,1,NA,NA,NA,0.214487,0,1,1.5,1,1,0,0,0,0,0,0,0
937,0,0,1,5,5,6,4,3,2.333333333,4,2,1,3,4,5,NA,5,NA,1,1,NA,NA,NA,0.2849104,0,1,2.5,1,0,1,1,1,0,1,0,1
938,1,1,0,4,4,5,4,3,2.333333333,4,2,2,2,3,NA,4,4,NA,NA,NA,5,NA,5,1.766799,1,5,2.25,0,0,0,1,1,0,1,0,1
941,0,0,0,4,4,5,5,1,1.666666667,5,1,4,4,4,4,NA,4,NA,NA,NA,NA,2,2,2.993115,1,2,3.25,0,0,0,1,0,0,1,1,1
942,0,0,0,3,2,4,3,3,4,4,2,2,3,4,2,NA,2,NA,3,3,NA,NA,NA,1.794325,0,3,2.75,0,1,0,0,1,1,1,1,0
945,1,0,0,3,4,5,4,1,1.666666667,4,1,3,4,4,NA,4,4,NA,NA,NA,2,NA,2,3.758696,1,2,3,0,0,0,1,0,0,1,1,1
947,1,0,0,3,6,6,5,1,1.333333333,5,1,4,4,4,NA,4,4,2,NA,2,NA,NA,NA,3.758696,0,2,3.25,0,0,1,1,0,0,1,1,1
948,1,0,0,3,6,6,5,1,2.333333333,5,1,3,4,4,4,NA,4,NA,NA,NA,NA,4,4,3.758696,1,4,3,0,0,1,1,0,0,1,1,1
950,1,1,1,5,3,5,4,2,2.666666667,4,2,2,3,4,NA,1,1,NA,NA,NA,1,NA,1,0.100821,1,1,2.75,1,1,0,1,0,0,1,1,0
951,1,0,1,4,3,6,4,3,2.333333333,4,2,2,2,2,4,NA,4,NA,3,3,NA,NA,NA,2.253273,0,3,2,0,1,1,1,1,0,1,0,1
952,0,0,1,5,2,4,3,3,2.333333333,3,2,1,1,3,NA,2,2,2,NA,2,NA,NA,NA,0.1707994,0,2,1.75,1,1,0,0,1,0,0,0,0
953,0,0,0,5,2,3,4,1,2.666666667,4,2,2,3,3,2,NA,2,NA,NA,NA,NA,2,2,0.1707994,1,2,2.5,1,1,0,1,0,0,1,0,0
955,0,0,0,5,2,5,4,1,2.666666667,4,2,1,1,2,NA,2,2,1,NA,1,NA,NA,NA,0.1707994,0,1,1.5,1,1,0,1,0,0,1,0,0
957,0,0,1,5,5,7,3,4,3.666666667,2,3,1,2,3,4,NA,4,NA,NA,NA,NA,2,2,0.2849104,1,2,2.25,1,0,1,0,1,1,0,0,1
958,1,0,1,6,4,6,3,2,2.666666667,4,2,2,2,2,4,NA,4,NA,NA,NA,NA,3,3,0.3577848,1,3,2,1,0,1,0,0,0,1,0,1
959,1,0,1,5,5,7,4,3,2.666666667,4,3,2,4,4,NA,4,4,NA,NA,NA,3,NA,3,0.3577848,1,3,3.25,1,0,1,1,1,0,1,1,1
961,1,0,1,5,4,7,4,3,2.666666667,4,3,2,3,3,4,NA,4,NA,2,2,NA,NA,NA,0.3577848,0,2,2.75,1,0,1,1,1,0,1,1,1
962,0,1,1,5,5,7,4,4,3.333333333,4,2,1,2,2,NA,5,5,2,NA,2,NA,NA,NA,0.1339237,0,2,1.75,1,0,1,1,1,1,1,0,1
963,0,0,1,5,3,6,4,3,2.666666667,4,3,4,3,2,NA,4,4,2,NA,2,NA,NA,NA,0.1707994,0,2,3,1,1,1,1,1,0,1,1,1
964,0,0,1,5,5,7,4,4,2.666666667,4,2,2,3,3,4,NA,4,NA,NA,NA,NA,3,3,0.2849104,1,3,2.5,1,0,1,1,1,0,1,0,1
965,1,0,1,5,4,5,4,3,2.333333333,5,3,3,2,2,NA,5,5,2,NA,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,1,1,0,1,0,1
967,0,0,0,5,3,6,4,3,3.333333333,4,3,3,3,4,NA,2,2,1,NA,1,NA,NA,NA,0.1707994,0,1,3.25,1,1,1,1,1,1,1,1,0
968,1,1,1,6,4,7,5,3,1.666666667,4,1,1,2,3,2,NA,2,NA,4,4,NA,NA,NA,0.1681787,0,4,1.75,1,0,1,1,1,0,1,0,0
970,0,0,1,5,6,5,3,3,2,2,2,2,3,3,NA,1,1,NA,NA,NA,2,NA,2,0.2849104,1,2,2.5,1,0,0,0,1,0,0,0,0
971,1,0,0,4,3,5,4,3,2.333333333,5,2,2,3,4,1,NA,1,NA,NA,NA,NA,2,2,2.253273,1,2,2.75,0,1,0,1,1,0,1,1,0
972,0,0,1,4,7,7,5,2,2.333333333,4,4,2,2,4,2,NA,2,NA,NA,NA,NA,2,2,2.993115,1,2,3,0,0,1,1,0,0,1,1,0
975,0,0,1,5,4,6,3,3,2.333333333,3,1,1,2,2,NA,1,1,2,NA,2,NA,NA,NA,0.2849104,0,2,1.5,1,0,1,0,1,0,0,0,0
976,1,0,1,5,5,8,4,3,1.333333333,4,2,1,2,3,NA,5,5,NA,NA,NA,3,NA,3,0.3577848,1,3,2,1,0,1,1,1,0,1,0,1
977,0,0,1,5,4,8,4,4,2.666666667,5,2,3,3,4,5,NA,5,NA,NA,NA,NA,2,2,0.2849104,1,2,3,1,0,1,1,1,0,1,1,1
978,1,0,1,5,4,5,2,4,2,3,2,2,3,3,2,NA,2,NA,2,2,NA,NA,NA,0.3577848,0,2,2.5,1,0,0,0,1,0,0,0,0
979,0,0,1,5,3,6,5,3,2,3,2,2,3,4,4,NA,4,NA,NA,NA,NA,2,2,0.1707994,1,2,2.75,1,1,1,1,1,0,0,1,1
980,1,1,1,6,5,6,4,3,3.333333333,5,2,2,2,3,4,NA,4,NA,NA,NA,NA,3,3,0.1681787,1,3,2.25,1,0,1,1,1,1,1,0,1
981,0,0,1,5,4,9,4,3,2.333333333,5,2,3,3,3,4,NA,4,NA,3,3,NA,NA,NA,0.2849104,0,3,2.75,1,0,1,1,1,0,1,1,1
982,1,1,1,5,4,6,4,4,3.666666667,5,2,2,4,3,NA,4,4,NA,NA,NA,3,NA,3,0.1681787,1,3,2.75,1,0,1,1,1,1,1,1,1
984,0,1,1,4,4,8,4,2,2,3,2,3,2,4,NA,4,4,3,NA,3,NA,NA,NA,1.40693,0,3,2.75,0,0,1,1,0,0,0,1,1
985,1,0,1,5,4,7,4,4,3,3,2,2,2,3,NA,1,1,NA,NA,NA,3,NA,3,0.3577848,1,3,2.25,1,0,1,1,1,1,0,0,0
986,0,0,1,5,2,4,2,2,3.333333333,4,2,1,2,3,2,NA,2,NA,NA,NA,NA,1,1,0.1707994,1,1,2,1,1,0,0,0,1,1,0,0
988,0,1,1,5,4,9,5,4,5,5,4,4,4,4,NA,5,5,3,NA,3,NA,NA,NA,0.1339237,0,3,4,1,0,1,1,1,1,1,1,1
989,0,0,1,5,3,7,4,1,4,3,1,3,4,4,NA,5,5,1,NA,1,NA,NA,NA,0.1707994,0,1,3,1,1,1,1,0,1,0,1,1
990,0,1,1,6,4,7,4,2,2.666666667,3,2,2,2,3,1,NA,1,NA,2,2,NA,NA,NA,0.1339237,0,2,2.25,1,0,1,1,0,0,0,0,0
991,1,0,0,4,3,7,5,1,2.666666667,5,1,4,4,4,4,NA,4,NA,NA,NA,NA,3,3,2.253273,1,3,3.25,0,1,1,1,0,0,1,1,1
992,1,0,1,5,3,8,5,4,2.333333333,5,4,4,4,4,NA,5,5,3,NA,3,NA,NA,NA,0.214487,0,3,4,1,1,1,1,1,0,1,1,1
993,1,1,0,5,4,6,5,2,1.666666667,5,2,3,3,3,5,NA,5,NA,NA,NA,NA,4,4,0.1681787,1,4,2.75,1,0,1,1,0,0,1,1,1
994,0,1,1,4,4,7,5,4,3.333333333,4,4,4,4,3,4,NA,4,NA,NA,NA,NA,3,3,1.40693,1,3,3.75,0,0,1,1,1,1,1,1,1
995,0,0,1,3,4,6,3,3,3,4,2,3,3,3,5,NA,5,NA,3,3,NA,NA,NA,2.993115,0,3,2.75,0,0,1,0,1,1,1,1,1
996,1,0,1,5,3,8,4,3,2.333333333,5,4,4,4,4,NA,4,4,NA,NA,NA,4,NA,4,0.214487,1,4,4,1,1,1,1,1,0,1,1,1
997,1,0,0,3,4,6,5,1,2,5,1,4,4,4,4,NA,4,NA,2,2,NA,NA,NA,3.758696,0,2,3.25,0,0,1,1,0,0,1,1,1
998,1,0,1,5,3,5,3,4,2.666666667,5,3,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,2.5,1,1,0,0,1,0,1,0,0
1000,0,0,1,3,1,4,4,2,2.666666667,4,3,2,2,4,4,NA,4,NA,NA,NA,NA,2,2,1.794325,1,2,2.75,0,1,0,1,0,0,1,1,1
1002,0,0,0,3,1,3,2,3,2,3,2,2,1,4,NA,1,1,NA,NA,NA,2,NA,2,1.794325,1,2,2.25,0,1,0,0,1,0,0,0,0
1003,0,0,1,5,4,8,4,3,4,4,2,2,2,3,5,NA,5,NA,NA,NA,NA,3,3,0.2849104,1,3,2.25,1,0,1,1,1,1,1,0,1
1005,1,0,1,5,4,8,5,3,2.666666667,4,2,4,3,4,4,NA,4,NA,NA,NA,NA,2,2,0.3577848,1,2,3.25,1,0,1,1,1,0,1,1,1
1006,0,0,1,5,2,7,4,3,3,5,3,3,3,4,2,NA,2,NA,2,2,NA,NA,NA,0.1707994,0,2,3.25,1,1,1,1,1,1,1,1,0
1008,1,1,0,3,7,6,4,3,2,4,3,3,3,4,NA,4,4,2,NA,2,NA,NA,NA,1.766799,0,2,3.25,0,0,1,1,1,0,1,1,1
1009,1,0,1,4,3,8,4,4,4.333333333,5,2,2,2,4,NA,2,2,NA,NA,NA,4,NA,4,2.253273,1,4,2.5,0,1,1,1,1,1,1,0,0
1011,0,0,0,3,4,6,5,1,1.666666667,4,1,4,3,4,NA,4,4,NA,NA,NA,3,NA,3,2.993115,1,3,3,0,0,1,1,0,0,1,1,1
1012,1,0,1,4,2,6,4,3,2.666666667,4,3,3,3,4,NA,4,4,NA,NA,NA,2,NA,2,2.253273,1,2,3.25,0,1,1,1,1,0,1,1,1
1013,1,0,0,4,5,7,5,1,2,4,1,4,4,4,NA,4,4,NA,NA,NA,3,NA,3,3.758696,1,3,3.25,0,0,1,1,0,0,1,1,1
1015,1,1,1,4,4,7,4,4,3,5,4,3,4,3,NA,4,4,NA,NA,NA,4,NA,4,1.766799,1,4,3.5,0,0,1,1,1,1,1,1,1
1016,1,0,0,4,6,7,4,1,2.666666667,4,1,4,3,4,NA,4,4,NA,NA,NA,3,NA,3,3.758696,1,3,3,0,0,1,1,0,0,1,1,1
1017,0,1,1,5,4,7,5,4,4.333333333,5,3,4,3,4,NA,5,5,1,NA,1,NA,NA,NA,0.1339237,0,1,3.5,1,0,1,1,1,1,1,1,1
1018,1,0,1,5,2,4,4,3,3.333333333,3,2,2,2,4,2,NA,2,NA,2,2,NA,NA,NA,0.214487,0,2,2.5,1,1,0,1,1,1,0,0,0
1019,1,1,1,5,5,6,4,4,3.333333333,4,2,3,4,3,NA,5,5,NA,NA,NA,4,NA,4,0.1681787,1,4,3,1,0,1,1,1,1,1,1,1
1020,1,0,1,4,3,6,4,2,2,4,2,2,3,2,4,NA,4,NA,1,1,NA,NA,NA,2.253273,0,1,2.25,0,1,1,1,0,0,1,0,1
1021,0,0,0,4,4,5,4,3,2.666666667,3,2,2,1,3,NA,4,4,2,NA,2,NA,NA,NA,2.993115,0,2,2,0,0,0,1,1,0,0,0,1
1022,0,1,1,4,3,6,5,3,4,5,4,4,4,3,5,NA,5,NA,NA,NA,NA,5,5,0.8434338,1,5,3.75,0,1,1,1,1,1,1,1,1
1023,0,1,1,4,4,7,5,4,3.333333333,5,4,4,4,4,NA,5,5,3,NA,3,NA,NA,NA,1.40693,0,3,4,0,0,1,1,1,1,1,1,1
1024,0,1,1,4,4,6,5,4,4.333333333,5,4,3,3,4,5,NA,5,NA,3,3,NA,NA,NA,1.40693,0,3,3.5,0,0,1,1,1,1,1,1,1
1025,1,1,1,4,3,7,5,4,4.666666667,5,4,3,4,4,5,NA,5,NA,4,4,NA,NA,NA,1.059162,0,4,3.75,0,1,1,1,1,1,1,1,1
1027,1,1,1,4,3,8,5,4,4.333333333,5,4,3,4,4,5,NA,5,NA,NA,NA,NA,5,5,1.059162,1,5,3.75,0,1,1,1,1,1,1,1,1
1028,1,1,1,4,3,7,5,4,4.666666667,5,4,3,4,4,NA,5,5,NA,NA,NA,5,NA,5,1.059162,1,5,3.75,0,1,1,1,1,1,1,1,1
1029,0,1,1,4,3,8,5,4,4.666666667,5,4,4,4,4,NA,5,5,NA,NA,NA,5,NA,5,0.8434338,1,5,4,0,1,1,1,1,1,1,1,1
1030,0,0,0,3,6,5,3,3,2,4,2,3,2,3,4,NA,4,NA,2,2,NA,NA,NA,2.993115,0,2,2.5,0,0,0,0,1,0,1,0,1
1031,0,0,0,2,6,6,2,3,3,4,3,2,3,3,NA,4,4,3,NA,3,NA,NA,NA,2.993115,0,3,2.75,0,0,1,0,1,1,1,1,1
1033,0,0,0,3,5,6,3,2,2.333333333,3,2,2,2,3,2,NA,2,NA,NA,NA,NA,3,3,2.993115,1,3,2.25,0,0,1,0,0,0,0,0,0
1035,0,1,1,4,4,8,5,4,3,5,4,4,4,3,4,NA,4,NA,2,2,NA,NA,NA,1.40693,0,2,3.75,0,0,1,1,1,1,1,1,1
1037,1,0,1,4,5,5,4,3,2.666666667,3,2,2,2,3,1,NA,1,NA,1,1,NA,NA,NA,3.758696,0,1,2.25,0,0,0,1,1,0,0,0,0
1038,1,0,1,3,8,8,4,3,1.666666667,4,4,3,3,3,NA,4,4,1,NA,1,NA,NA,NA,3.758696,0,1,3.25,0,0,1,1,1,0,1,1,1
1039,1,0,1,4,2,9,5,4,3.666666667,5,4,4,4,3,NA,4,4,1,NA,1,NA,NA,NA,2.253273,0,1,3.75,0,1,1,1,1,1,1,1,1
1040,0,0,1,2,1,5,4,2,2.333333333,1,2,2,1,1,NA,1,1,0,NA,0,NA,NA,NA,1.794325,0,0,1.5,0,1,0,1,0,0,0,0,0
1043,0,0,1,4,2,6,4,2,3,4,3,3,3,3,4,NA,4,NA,NA,NA,NA,3,3,1.794325,1,3,3,0,1,1,1,0,1,1,1,1
1045,0,0,0,3,5,4,4,4,3.666666667,3,3,3,2,3,1,NA,1,NA,0,0,NA,NA,NA,2.993115,0,0,2.75,0,0,0,1,1,1,0,1,0
1047,0,0,0,4,3,7,5,2,3,4,1,4,3,4,NA,5,5,NA,NA,NA,3,NA,3,1.794325,1,3,3,0,1,1,1,0,1,1,1,1
1048,0,1,0,6,4,9,5,2,2.666666667,5,2,2,3,4,NA,1,1,2,NA,2,NA,NA,NA,0.1339237,0,2,2.75,1,0,1,1,0,0,1,1,0
1049,0,0,0,4,3,5,5,1,1.666666667,5,1,4,4,4,4,NA,4,NA,NA,NA,NA,3,3,1.794325,1,3,3.25,0,1,0,1,0,0,1,1,1
1050,0,0,0,4,1,3,5,3,3,5,2,2,2,3,1,NA,1,NA,3,3,NA,NA,NA,1.794325,0,3,2.25,0,1,0,1,1,1,1,0,0
1051,0,0,1,4,6,5,3,3,2.333333333,4,2,2,2,3,NA,2,2,1,NA,1,NA,NA,NA,2.993115,0,1,2.25,0,0,0,0,1,0,1,0,0
1052,0,1,1,5,3,8,5,2,4,5,4,4,4,4,NA,5,5,4,NA,4,NA,NA,NA,0.0802852,0,4,4,1,1,1,1,0,1,1,1,1
1053,0,0,0,4,2,5,4,3,2.333333333,4,2,3,3,4,NA,1,1,2,NA,2,NA,NA,NA,1.794325,0,2,3,0,1,0,1,1,0,1,1,0
1055,0,0,1,2,6,5,3,2,3.666666667,3,2,2,3,3,NA,2,2,0,NA,0,NA,NA,NA,2.993115,0,0,2.5,0,0,0,0,0,1,0,0,0
1056,0,0,1,6,3,8,4,3,2.333333333,4,2,2,2,4,NA,2,2,1,NA,1,NA,NA,NA,0.1707994,0,1,2.5,1,1,1,1,1,0,1,0,0
1059,0,0,1,5,5,7,4,3,2.333333333,4,2,1,2,2,4,NA,4,NA,1,1,NA,NA,NA,0.2849104,0,1,1.75,1,0,1,1,1,0,1,0,1
1060,0,1,1,5,4,9,5,3,3.333333333,5,1,1,2,3,NA,5,5,1,NA,1,NA,NA,NA,0.1339237,0,1,1.75,1,0,1,1,1,1,1,0,1
1062,1,0,0,3,5,5,4,2,1.666666667,4,1,4,4,4,4,NA,4,NA,2,2,NA,NA,NA,3.758696,0,2,3.25,0,0,0,1,0,0,1,1,1
1064,1,0,0,3,2,5,4,3,2.333333333,5,1,2,3,2,NA,4,4,2,NA,2,NA,NA,NA,2.253273,0,2,2,0,1,0,1,1,0,1,0,1
1065,0,0,0,4,4,6,4,1,2,4,1,4,4,4,NA,1,1,2,NA,2,NA,NA,NA,2.993115,0,2,3.25,0,0,1,1,0,0,1,1,0
1066,0,0,0,3,3,5,4,3,2,4,1,2,3,3,NA,4,4,2,NA,2,NA,NA,NA,1.794325,0,2,2.25,0,1,0,1,1,0,1,0,1
1067,0,0,1,4,4,3,3,4,2.666666667,3,2,1,2,2,5,NA,5,NA,3,3,NA,NA,NA,2.993115,0,3,1.75,0,0,0,0,1,0,0,0,1
1068,0,0,0,3,2,4,3,2,1.333333333,4,2,2,2,3,5,NA,5,NA,NA,NA,NA,3,3,1.794325,1,3,2.25,0,1,0,0,0,0,1,0,1
1069,1,0,0,3,5,4,4,3,2,4,3,2,2,3,2,NA,2,NA,2,2,NA,NA,NA,3.758696,0,2,2.5,0,0,0,1,1,0,1,0,0
1070,0,0,0,4,2,9,5,4,4,5,4,4,4,4,NA,5,5,NA,NA,NA,4,NA,4,1.794325,1,4,4,0,1,1,1,1,1,1,1,1
1071,0,0,1,4,2,9,5,4,4.333333333,5,4,3,4,3,5,NA,5,NA,3,3,NA,NA,NA,1.794325,0,3,3.5,0,1,1,1,1,1,1,1,1
1072,0,0,1,2,1,5,5,1,2.333333333,4,2,1,1,1,5,NA,5,NA,1,1,NA,NA,NA,1.794325,0,1,1.25,0,1,0,1,0,0,1,0,1
1073,1,1,1,4,2,9,5,3,4.333333333,5,3,4,3,4,NA,5,5,3,NA,3,NA,NA,NA,1.059162,0,3,3.5,0,1,1,1,1,1,1,1,1
1074,0,1,1,4,2,9,5,4,4.666666667,4,3,4,4,3,4,NA,4,NA,NA,NA,NA,5,5,0.8434338,1,5,3.5,0,1,1,1,1,1,1,1,1
1075,0,0,1,4,2,9,5,4,4,5,3,4,4,4,NA,4,4,1,NA,1,NA,NA,NA,1.794325,0,1,3.75,0,1,1,1,1,1,1,1,1
1076,0,0,1,4,3,6,5,4,2.333333333,5,2,4,3,3,4,NA,4,NA,2,2,NA,NA,NA,1.794325,0,2,3,0,1,1,1,1,0,1,1,1
1078,0,0,1,4,2,9,5,3,4.333333333,5,4,3,3,4,NA,4,4,NA,NA,NA,5,NA,5,1.794325,1,5,3.5,0,1,1,1,1,1,1,1,1
1082,0,0,1,5,5,7,5,3,2,4,2,2,2,3,2,NA,2,NA,NA,NA,NA,1,1,0.2849104,1,1,2.25,1,0,1,1,1,0,1,0,0
1084,1,0,0,4,2,6,4,2,1.333333333,4,1,4,4,4,NA,2,2,NA,NA,NA,3,NA,3,2.253273,1,3,3.25,0,1,1,1,0,0,1,1,0
1085,1,0,1,4,2,3,2,3,3.333333333,3,2,2,2,3,NA,1,1,1,NA,1,NA,NA,NA,2.253273,0,1,2.25,0,1,0,0,1,1,0,0,0
1086,1,0,0,4,3,5,4,1,1.666666667,4,1,4,4,4,NA,2,2,2,NA,2,NA,NA,NA,2.253273,0,2,3.25,0,1,0,1,0,0,1,1,0
1087,0,0,0,4,3,1,3,3,2,4,1,4,4,3,1,NA,1,NA,NA,NA,NA,2,2,1.794325,1,2,3,0,1,0,0,1,0,1,1,0
1088,0,1,1,4,2,9,5,3,4.666666667,5,3,4,4,4,5,NA,5,NA,3,3,NA,NA,NA,0.8434338,0,3,3.75,0,1,1,1,1,1,1,1,1
1089,0,0,1,4,2,7,5,3,2.333333333,4,2,4,4,3,4,NA,4,NA,NA,NA,NA,1,1,1.794325,1,1,3.25,0,1,1,1,1,0,1,1,1
1090,0,1,1,4,2,9,5,4,4.333333333,5,4,4,3,4,5,NA,5,NA,1,1,NA,NA,NA,0.8434338,0,1,3.75,0,1,1,1,1,1,1,1,1
1091,0,1,1,4,2,6,4,4,3.666666667,4,1,2,3,4,NA,1,1,2,NA,2,NA,NA,NA,0.8434338,0,2,2.5,0,1,1,1,1,1,1,0,0
1092,0,0,0,4,3,6,4,2,2.333333333,4,2,2,1,4,4,NA,4,NA,2,2,NA,NA,NA,1.794325,0,2,2.25,0,1,1,1,0,0,1,0,1
1093,0,0,0,2,1,5,3,3,2.666666667,3,2,4,2,2,2,NA,2,NA,NA,NA,NA,0,0,1.794325,1,0,2.5,0,1,0,0,1,0,0,0,0
1094,0,0,1,4,7,3,3,2,2.333333333,2,2,2,1,3,NA,5,5,1,NA,1,NA,NA,NA,2.993115,0,1,2,0,0,0,0,0,0,0,0,1
1095,0,0,0,4,4,6,4,1,2,4,1,4,3,4,NA,2,2,2,NA,2,NA,NA,NA,2.993115,0,2,3,0,0,1,1,0,0,1,1,0
1097,1,0,1,3,4,6,3,3,2,3,2,3,1,2,NA,4,4,1,NA,1,NA,NA,NA,3.758696,0,1,2,0,0,1,0,1,0,0,0,1
1098,0,0,1,3,4,6,4,3,2,4,2,2,2,1,NA,4,4,NA,NA,NA,3,NA,3,2.993115,1,3,1.75,0,0,1,1,1,0,1,0,1
1101,0,1,1,4,2,9,5,4,4.333333333,5,4,4,4,3,4,NA,4,NA,NA,NA,NA,5,5,0.8434338,1,5,3.75,0,1,1,1,1,1,1,1,1
1102,1,0,1,5,4,4,3,3,2,3,1,1,1,3,2,NA,2,NA,NA,NA,NA,2,2,0.3577848,1,2,1.5,1,0,0,0,1,0,0,0,0
1103,1,1,1,3,2,9,5,2,2.666666667,5,3,4,3,2,NA,2,2,NA,NA,NA,1,NA,1,1.059162,1,1,3,0,1,1,1,0,0,1,1,0
1104,1,1,1,5,4,6,4,3,3.333333333,4,2,2,3,2,NA,4,4,2,NA,2,NA,NA,NA,0.1681787,0,2,2.25,1,0,1,1,1,1,1,0,1
1105,0,0,1,4,2,3,4,1,3.333333333,4,3,2,3,3,1,NA,1,NA,4,4,NA,NA,NA,1.794325,0,4,2.75,0,1,0,1,0,1,1,1,0
1106,1,0,1,4,4,5,2,3,3,1,2,2,2,2,1,NA,1,NA,NA,NA,NA,0,0,3.758696,1,0,2,0,0,0,0,1,1,0,0,0
1107,0,0,0,4,2,5,5,2,3.666666667,5,2,2,3,3,NA,4,4,3,NA,3,NA,NA,NA,1.794325,0,3,2.5,0,1,0,1,0,1,1,0,1
1108,0,0,1,3,4,5,3,2,2,5,2,2,2,1,4,NA,4,NA,NA,NA,NA,3,3,2.993115,1,3,1.75,0,0,0,0,0,0,1,0,1
1109,0,1,1,4,5,9,5,4,4.333333333,5,4,3,4,3,NA,5,5,NA,NA,NA,5,NA,5,1.40693,1,5,3.5,0,0,1,1,1,1,1,1,1
1110,0,0,0,3,4,6,4,3,1.666666667,5,3,2,2,2,5,NA,5,NA,2,2,NA,NA,NA,2.993115,0,2,2.25,0,0,1,1,1,0,1,0,1
1111,0,1,1,4,2,9,5,4,4.666666667,5,4,3,4,4,NA,5,5,NA,NA,NA,3,NA,3,0.8434338,1,3,3.75,0,1,1,1,1,1,1,1,1
1113,1,0,0,4,2,6,2,2,2.333333333,5,2,2,3,2,NA,5,5,NA,NA,NA,2,NA,2,2.253273,1,2,2.25,0,1,1,0,0,0,1,0,1
1114,0,0,1,4,3,3,3,2,2,4,3,2,3,4,1,NA,1,NA,NA,NA,NA,1,1,1.794325,1,1,3,0,1,0,0,0,0,1,1,0
